fen,tactical_label
rnb1k1nr/ppp1bpp1/3qp3/3p3p/P3P3/2P2PP1/1P1P3P/RNBQKBNR w KQkq - 1 6,0
rnbqkb1r/pp3pp1/2p5/3ppP2/1P2P2p/P4P1N/2PP3P/RNBQKB1R b KQkq - 0 8,3
rn1q1bnr/p2p1k1p/bp4p1/2p1p3/8/N3PPP1/PPPPQ2P/R1B1K1NR b KQ - 0 9,0
rn2kb1r/p1pqp1p1/1p3p2/1P1p3p/4P3/B1NP2Pb/P1P1KP1n/R2Q1BNR w kq - 2 10,3
rnb2bn1/p2pp1p1/q1B1kp1r/7p/4P2N/5P1P/PPPP2PR/RNBQK3 b Q - 0 10,3
rnb2bkr/p2p2pp/1qp1pp2/1p2NP2/1P6/N4P2/P1PPP2P/1RBQKB1R b K - 0 10,3
rnb1kbnr/pp1pppp1/2p4p/7Q/5P2/1q2PN2/PPPP2PP/RNBK3R b kq - 3 6,3
rnb1k1nr/pp1p4/1qp1pppb/7p/3P1P2/4P1N1/PPP3PP/RNBQKB1R w KQkq - 1 8,0
rnb1k2r/pppp1p2/4p2n/6pp/2P1P3/N1b1Nq2/PP1P1PPP/1RBQKB1R w Kkq - 6 9,3
rnb1kb1r/pp1pp1pp/1q5n/1p3p2/4P3/7P/PPPPNPP1/RNBQK2R w KQkq - 2 6,2
rnbk1bnr/pp1pp3/2p5/1P3ppp/2P5/P2Pq3/3K1PPP/RNBQ1BNR w - - 0 8,1
rn1qk1n1/1p1b1pb1/2Q5/p1ppp1p1/3PP2r/P1P4N/1P2BPPP/RNB1K2R b KQq - 1 11,3
rnbq2n1/ppppkpp1/5r2/4p2p/Bb4Q1/4P2P/PPPP1PP1/RNBK2NR b - - 7 8,3
rn1qk2r/1b1p1p2/p1pbp1pn/1p1B4/6Pp/P1N1P3/RPPPKP1P/2BQ2NR b kq - 1 12,3
r1b1kbn1/p1pp2p1/np2p2r/5pPp/2P5/BPN2N2/P2PPKBP/R2Q3R b q - 1 11,3
rnbqk2r/1pp1p1bp/5ppn/p5P1/4p2P/2NQ2R1/PPPP1P2/R1B1KBN1 b Qkq - 1 10,3
r1bqkb1Q/2pp1p1p/p5p1/n5B1/P2P4/NP5n/2P1P1PP/R3KB1R b KQq - 2 13,3
r1bqkbnr/ppppp1pp/8/2n2p2/5B2/2PP1P1N/PP2P1PP/RN1QKBR1 b Qkq - 3 6,0
rnbqkbnr/1pppp3/p4ppp/8/1P6/NRP2P2/PB1PP1PP/3QKBNR b Kk - 2 7,0
rnbqkb1r/ppp1pppp/5n2/3p4/2P4P/1QN5/PP1PPPP1/R1B1KBNR w KQkq - 4 6,3
1rbqkbnr/1ppp2pp/p1n1p3/Q4p2/8/3P1NP1/PPP1PP1P/RNB1KB1R w KQk - 0 6,3
rnb1kbnr/1ppp2pp/p3p3/5p2/1P4P1/2N2N2/P2PPP1P/q1BQKB1R b Kkq - 1 7,3
1nbqkbnr/r1p1pp1p/p7/1p1P2p1/3P1Q2/7P/PPP2PPR/RNBK1BN1 b k - 2 8,3
r1b1kbnr/1pqppppp/8/p1p5/P2n4/2P4P/1P1PPPP1/RNBQKBNR w Qkq - 1 6,0
rnb1kbnr/p2p4/B1p3p1/4pp1Q/q6P/4PNP1/PPPP1P2/RNB1K2R w KQkq - 0 11,3
rnbqkbnr/pp1ppp2/2p5/6pp/PP3P2/6PN/1BPPP2P/RN1QKB1R b KQkq - 1 6,2
rnb1kb1r/4ppp1/p1q4p/1p1p1P2/2p2P2/1PP3P1/P2PB2P/RNBQK1NR b KQkq - 0 11,3
r1bqkbnr/p1pnp1p1/1p1p1p2/2P4p/P3P3/1P6/3P1PPP/RNBQKBNR w KQkq - 0 6,3
r1b1kbnr/1p1qppp1/8/pn1p2Np/2p5/1PP1PPP1/P2PQ2P/RNB1KB1R b KQkq - 1 10,3
rnbqkbn1/1pppppp1/8/p6P/7P/1NNP4/P1P1PPB1/RrBQK1R1 b Qq - 2 12,3
rnb2b1r/pp1pnkpp/5p2/q1p1p1P1/PP6/3BPP2/2PP3P/RNBQK1NR b KQ - 0 9,3
1nbqkbnr/2pppp2/6rp/p5p1/pPP2P2/R3P3/3P1KPP/1NBQ1BNR w - - 7 12,3
r1bqk1nr/p2p1ppp/2p1p1n1/1p1P2B1/1b2P3/2Q4P/PPPNNPP1/R3KB1R b KQkq - 1 10,3
rnq1kb1r/1p2pppp/p1p5/3p1b2/1P6/1N1P3P/P1P1PKP1/R1BQ1BNR w kq - 0 11,0
rnb1kq1r/p1pp1ppp/1p1bp2n/8/P1P4P/N5P1/1P1PPPB1/1RBQK1NR w Kkq - 3 8,0
1rbq2nr/Npppk3/n3p1pp/5p2/P7/1PbP4/1BP1PPPP/R2QKBNR w KQ - 1 10,1
r1bqkbnr/ppp1p1pp/2np4/8/P3P1QP/8/1PPPBP2/RNB1K1NR w KQkq - 0 7,3
rnbq1b1r/p2ppkpp/1pQ5/4pn2/6P1/5N2/PPPP1P1P/RNB1KB1R w KQ - 0 9,3
1rbqkb1r/1ppp1p2/p1n1pNpp/3P4/1P1Q1Nn1/8/P1P1PPPP/R1B1KB1R b KQk - 1 11,1
r1bqkb1r/ppppp2p/2n3p1/2Pn1pN1/P7/8/1P1PPPPP/RNBQKB1R b KQkq - 0 6,0
rn1qkbnr/2pp3p/pp3pp1/4p3/1P1P1P2/P4bPN/2P1P2P/RNBQKB1R w KQkq - 0 8,3
r1bqkb1r/1ppppp1p/n7/3n1Qp1/6P1/1P6/P1PP1P1P/RNB1K1NR w KQkq - 2 8,3
r1b1k1nr/p2p2pp/nppPpp2/8/6PP/1P5R/P2PPP2/R1BQKBN1 w Qkq - 0 11,0
rnbqkbr1/2p3pp/p7/1p1ppp2/P7/4P2P/1PPP1nN1/RNBQKBR1 w Qq - 0 11,3
r1bqkb1r/p1p1pppp/np6/3p3n/P7/1PP2N2/R2PPPPP/1NBQKB1R w Kkq - 0 7,0
2bqk2r/2ppnppn/r2b4/pp2p2p/P1PQP3/1P6/3P1PPP/RNB1KBNR w KQk - 1 13,3
rn1qk2r/p1pbbp1p/3pP1p1/8/Pn4P1/2P5/1P1PP1BP/RNBQ1KNR b kq - 0 11,3
r1b1kbnr/1pq1p1pp/p2p1p2/2p1n3/2N3P1/4PQ2/PPPP1P1P/R1B1KBNR w KQkq - 2 8,3
r1b2b1r/p1p1k1pp/np1pPn1q/8/Q1P4P/5P2/PP1PP2R/RNB1KBN1 b Q - 0 13,3
rq2kbnr/p1ppp1p1/np3p2/3b3P/1P6/2P2P2/P2PP2P/RNBQKBNR b KQkq - 0 8,3
rnb1kbnr/p2p3p/5pp1/1pp5/QPPp1PqN/4P3/P5PP/RNB1KB1R b KQkq - 1 9,3
rnb1kbnr/p2pNppp/2p5/1pq1p3/1P5P/3P3N/P1P1PPPR/R1BQKB2 b Qkq - 5 8,3
rn1q1b2/pp2kppr/2p2n2/8/BP1BppQp/P1P4b/3P2PP/RN2K1NR b KQ - 1 12,3
rnbqkbnr/2p1p3/pp3ppp/3p1P2/1P1P4/2N5/P1PKP1PP/R1BQ1BNR w kq - 0 10,3
2bqkbnr/r1pppppp/p7/1p6/1n2P1P1/1PP4P/P2P1P2/RNBQKBNR w KQk - 1 6,3
rnbqkbnr/p1p1p1pp/1p3p2/3p4/2P2P1P/1P6/P2PPKP1/RNBQ1BNR b kq - 0 6,0
rnbq1bnr/pp1p4/4ppkp/1Qp3p1/8/N1P1P3/PP1P1PPP/R1BBK1NR w KQ - 0 8,3
1rbqkb2/ppp1p1p1/n1p2p1n/8/PP6/B1P5/3PPPpP/RN1Q1RK1 w - - 0 13,3
rnbqk1nr/1p1pb2p/2P2pp1/4p3/p4PP1/3P3N/P1P1P2P/RNBQKB1R w KQkq - 0 9,3
rnbqkbnr/4pp2/2p5/pp1p2pp/P7/4PP1N/1PPP2PP/RNBQKB1R w Kkq - 0 7,3
r1b1kbnr/1pqp2p1/p1n1p3/2p2p1p/1P6/3N4/PBPPPPPP/RN1QKBR1 w Qkq - 0 8,3
r1bqkb1r/p2ppp2/n4npp/1p6/1Pp5/P1PP2PN/3KPP1P/RNBQ1BR1 w kq - 0 9,0
rnbqkb2/1ppppp1r/5n2/p5pp/2P1P2P/N4P2/PP1P1KP1/R1BQ1BNR b q - 2 6,3
rn1qkb1r/2p1pppp/p2p1n2/1p3bN1/5PP1/8/PPPPP2P/R1BQKBNR w KQkq - 1 10,3
r1bqkbnr/ppp1pp1p/5n2/3pN1p1/3P3P/6P1/PPP1PP2/R1BQKBNR b KQkq - 3 7,2
rnbqkb1r/p2ppp2/1pp3pn/7Q/4P2P/N7/PPPPKPP1/R1B2BNR w kq - 0 6,3
1rbqk2r/1ppp1p1p/n3pn2/p1b3p1/P1P5/1PN1P1PP/3P1P2/R1BQKBNR w KQk - 1 10,0
rnb1kbnr/1pp1ppp1/B6p/8/P2qp2P/2N2N2/1PPP1PP1/R1BQK2R b KQkq - 0 7,3
rnb1kb1r/pp2p1p1/1q5n/2p2pNp/2Pp4/1N1P4/P3PPPP/1RBQKB1R b Kkq - 1 11,0
r1bk1bnr/pp3pp1/3pp1qB/n1p5/Q1PPP1PP/2N2P2/PP6/R3KBNR b - - 0 11,3
rnbqkb1r/p1p3pp/5n2/1p2pp2/2p2P1P/3P4/PP2P1P1/RNBQKBNR w KQkq - 0 8,3
rnbqkbnr/2pp4/p3p1pp/1p6/3P1Pp1/P3P3/1PP3PP/RNBQKBR1 w Qkq - 0 9,3
r1bn1bnr/p1p1kppp/1p2N3/3p4/P7/RPP2q2/1B1PPPPP/1NQ1KB1R w K - 2 10,3
r1bqkbnr/p1ppp2p/8/1pP1npp1/8/P3P2N/1P1P1PPP/RNBQKB1R w KQkq - 0 6,3
r1b1kb1r/pppp1p2/B6n/4p1pp/1qP1PP2/7P/PP1PN1P1/RNBQK2R b KQkq - 5 8,3
r1q1kb1r/p2pppp1/b4B2/np3n1p/N1pP2P1/2P2N1P/PP2PPBR/2RQK3 b q - 0 13,3
r1bq1bnr/1pp1k1p1/8/pQ1p1pBp/7P/N4P1R/PPP1P1P1/R3KBN1 b Q - 1 13,1
1nbqkbnr/r1pp1ppp/1p2pB2/8/p7/1P5N/P1PPPPPP/RN1QKBR1 w Qk - 0 6,3
rnbq1bn1/1pp1p1pr/p4k1p/3p4/4pP1P/1PN3P1/PBPPN3/2RQKB1R b K - 0 11,0
rn3k1r/pbqp1ppp/1p1bpn2/2p5/1Q4PP/2NPP3/PPP2P2/R1B1KBNR b KQ - 4 9,3
r2qkb1r/ppp1pp1p/1n4pn/3p2P1/2PP1N2/7b/PP2PP1P/RNBQKB1R w KQkq - 1 8,3
1n2k1nr/rp1b1pp1/5q1p/p2pp3/P1p4P/QPN2P1R/2PPPKP1/5BN1 w k - 2 13,3
rnb2b1r/1p3kpp/3pp2n/p1p2pq1/1P2P2P/2NB4/P1PP1PP1/R1BQK1NR w - - 1 10,3
r1bk1b2/1p2pppr/pnp1q2n/3p1P1p/QP4P1/2PP2K1/P3P2P/RNB2BNR b - - 0 12,3
rnbq1bnr/1p1pkpp1/p1p1pN1p/7Q/P7/4P3/1PPP1PPP/R1B1KBNR b KQ - 1 6,0
rnbbk1nr/ppp2pp1/3p1q1p/5P2/1P2p3/N2P2PP/P1P1P3/1RBQKBNR w Kkq - 0 9,3
r1bq1b1r/ppppkp1p/2n1p3/6pN/PP4n1/6PP/2PPPP2/RNBQKB1R w KQ - 1 9,2
r1bqkbnr/pp1ppp1p/8/2p3p1/2n5/PQP2N1P/1P1PPPP1/RNB1KB1R w KQkq - 1 6,3
rnb1kbnr/pp1p1ppp/2q5/2p1N3/P1P4P/1P6/3PPPP1/RNBQKB1R w KQkq - 1 7,3
r1bq1rk1/p1pp3p/1pn4b/P1P1ppp1/4PPn1/5K1B/1P1P3P/RNB1Q1NR w - - 0 13,3
r1bqkbr1/2pp2pp/5p1n/pp2p3/1nPP1P2/1P2PK2/PB4PP/RN2QBNR w q - 0 10,3
rnbq1bnr/1pp2kpp/p3p3/2P2p2/P2p2P1/2Q2P2/1P1PP2P/RNBK1BNR w - - 0 9,3
rn1qk1nr/pb2pp1p/1ppp4/6bP/4P1p1/PPN5/2PPQPP1/R1B1KBNR b Qkq - 3 9,2
rnb1k1nr/pppp3p/7b/3Pppp1/1q2P1P1/PP5N/2P1KP1P/RNBQ1B1R w kq - 2 9,3
rn2k1nr/pbpp2p1/3b3p/4pp2/6Pq/1pP1P2P/PPQP1P2/R1B1KBNR w KQkq - 0 12,3
rnbqk1nr/1p3ppp/2p1p3/p2p1P2/1b4P1/7P/P1PPP3/RNBQKBNR w KQkq - 0 6,0
rn1qkb1r/2p1pp1p/p6n/1pPp2p1/P6P/NP5b/2QPPPP1/R1B1KBNR w KQkq - 3 8,3
1nbqkbr1/rp1p1p1p/p1p1p2n/8/Q1PN1p2/7P/PP1PP1P1/RNB1KB1R w - - 0 9,3
rn1qkbnr/1b1ppppp/p1p5/1p6/2P5/PP1P2PP/4PP2/RNBQKBNR w KQkq - 1 7,0
r1bqkbr1/pp1npp2/7p/1Ppp3n/3P1P1N/3Q4/P1P1PP1P/RN2KB1R b KQq - 0 10,3
rnb1kbr1/p2qpppp/3p4/1pp1n3/NP2PP2/5QPP/P1PP4/RNB1KB1R b KQq - 2 11,3
1nbqk1nr/r2ppp1p/p6b/1Pp3p1/4BP2/6PN/1PPPP2P/RNBQ2KR w k - 0 10,3
r1bqkb1r/p1pppp1p/n5p1/1p6/5PnP/8/PPPPP1P1/RNBQKBNR w Qkq - 0 6,0
rnbqkbn1/pp1p3r/4pp1p/1Pp4P/3P2p1/2N5/P1PBPPPR/R2QKBN1 b Qq - 0 8,0
1rbqkbnr/3ppp2/p5pp/1Np5/1p2PPP1/1P5P/P1PPnKBR/R1BQ2N1 w k - 2 11,3
rn1q1bnr/4p1p1/p2pkp1p/1pp3B1/6P1/PbPPPP1P/1P2K1B1/RN1Q2NR b - - 1 13,3
r2qkbnr/4ppp1/1p6/p1ppn2p/6Q1/2PPP1PP/PP1B1P2/RN1K1BNR w kq - 0 9,3
2bqkbnr/r2p2B1/1p2pp2/p1P4p/1n3PP1/N7/PPP1P1BP/R2QK1NR b KQk - 3 10,3
rnb1kb2/p2pppp1/7r/q1pn3p/2pP4/1PR2P1P/3BP1P1/1N1QKBNR b Kq - 0 12,3
r1bqk2r/ppppp2p/n4b2/4np2/6Pp/NQP1P2R/PP1P1P2/R1B1KBN1 w Qkq - 1 10,3
1n2kb1r/rbpp1p1p/p2Bpq1n/1p4p1/1P1P2P1/2N5/P1P1PP1P/R2QKBNR w KQ - 1 11,3
rnbq1b1r/1p1ppkB1/6p1/p1p2p1p/1P4n1/N6N/P1PPPPPP/R2QKB1R b - - 0 10,3
rnb2bnr/pppp1kp1/4p1qp/8/1P1P1Kp1/N4P1N/PBP1P2P/R2Q1B1R w - - 0 11,3
rnb1kb1r/pp1p1p1p/3q1n2/2p3pP/2P5/P3pPP1/1PQPP2R/RNB1KBN1 b Qkq - 0 12,3
rnbqkbnr/pp3pp1/3pp2p/2p5/1P1P4/2N1P3/P1PQNPPP/R1B1KB1R w KQkq - 0 7,2
r1bqkb1r/pppppp1p/2n5/3n2p1/4P3/P1NP4/1PP1K1P1/R1BQ1BNR b kq - 4 9,2
r1b2bnr/ppp1kppp/3p1q2/4p3/1n4PP/1P1P4/P1P1PP2/RNBQKBNR w KQ - 0 7,2
rnbqkbnr/pp2pppp/3p4/8/3p4/2P1PPP1/PP5P/RNBQKBNR w KQkq - 1 6,0
rnbqkbnr/2p1pppp/1p6/p2p4/PP1N3P/8/2PPPPP1/RNBQKB1R w KQk - 1 6,2
rnb1k1nr/1p1pb1pp/2p1p3/pq3p2/P1P5/1P3P1P/3PPNP1/RNBQKB1R b Kkq - 0 9,3
r1bq1bnr/pppp3p/2n1pp1k/3B2p1/2P1P3/1P5P/P2PQPP1/RNB1K1NR w KQ - 1 8,3
rn1qkbnr/ppp1pp2/3p2pp/8/7P/N1PP1N1b/PP2PPP1/R1BQKB1R w KQkq - 1 7,3
r2qk1nr/pppb2pp/n4p2/2bp4/2B1p3/Q1P1PP2/PP1P2PP/RNB1K1NR b KQkq - 5 8,3
rnbqk2r/p2p2pp/2p1pn2/1pb2p2/P3P1P1/NPP5/3PQP1P/1RB1KBNR w Kkq - 1 11,3
rnbqk1nr/3p1pp1/2p4b/p3p2p/PP4P1/4P3/2PP1PBP/RNBQK1NR b KQkq - 0 8,3
r1b1k2r/5pp1/p1nbpn1p/q3p3/p1pP3P/R1P1P2R/1P3PP1/1NB1KBN1 w kq - 2 13,3
rnb1kbnr/p2pp1p1/1p5p/1Pp2p2/2P1Pq2/6P1/PBQP1P1P/RN2KBNR b KQkq - 0 7,3
rnbqkb1r/2pp1p1p/p6n/1p2p1p1/4P1P1/P1N2P1N/1PPP2BP/R1BQK2R b KQkq - 0 7,3
rn1qkbnr/p2ppNpp/bpp2p2/8/P2P4/8/1PP1PPPP/RNBQKB1R w KQkq - 3 7,3
r1bq1k1r/1pp1bp2/n2p1n1p/p3p1p1/P1NP4/2PQP3/1P2NPPP/R1B1KB1R w KQ - 3 12,3
rnbqk2r/2ppn1b1/4pp2/pp4pp/Q4PP1/P1PP3N/1P2P1BP/RNB1K2R w KQkq - 2 10,3
rnbqkb1r/ppppp1p1/7p/1N3p2/1P2nP1N/4P3/P1PP2PP/R1BQKB1R b KQkq - 2 7,2
r1b1kbr1/ppp1qppp/2n1pn2/2Qp4/8/2P1PNP1/PP1P1PBP/RNB1K2R b KQq - 2 9,0
r1bqkb1r/p2B1pp1/n7/1ppPp2p/8/P1P2NP1/1P1NPP1n/R1BQK2R b KQkq - 0 9,1
r2qkbnr/pbp1p1p1/5p1p/1N1pP3/1PP5/8/P1QBnPPP/R3KBNR b KQkq - 1 9,3
rnbqk2r/p4p1N/1p2p1p1/2pP3p/5Pn1/3B4/PPPP2Pb/RNBQ1K1R b kq - 0 12,3
r1bqkb1r/1ppppppp/7n/p7/2P5/2N2PPP/PPnPP3/R1BQKBNR w KQkq - 1 6,1
rnb1kbnr/p4ppp/8/qpppp3/8/2NP4/PPPBPPPP/RQ2KBNR w KQkq - 0 7,3
rnb1kb2/pp1pppp1/q4n1r/2p4p/PP6/R2P1P2/2P1P1PP/1NBQKBNR w Kq - 4 8,3
rn2kbnr/1pp1ppp1/p3b3/6B1/1PBP2P1/N7/P1P4P/R2bK2R w KQkq - 3 13,3
r1b2bnr/p2p1kpp/B3pp2/1P6/4PN2/8/Pq1PQPPP/1RB1K2R b K - 0 11,3
rnb1k1nr/p1qppp2/p1p4p/6p1/2P1P1P1/P1b2N2/1P1P1P1P/RNBQK1R1 b Qkq - 2 8,3
rn1qk1nr/ppp2p1p/6pb/3ppb2/7P/P2PB3/RPPKPPP1/1N1Q1BNR b kq - 3 7,3
rnbk1br1/p1pp2pp/4pp1n/1p1PP3/4N3/7P/PPP1QKP1/R1B2BNR w - - 2 10,3
rnbq1bnr/pp1pk1p1/8/2p1pp1p/8/P1PPB3/1P1QPPPP/RN2KBNR w KQ - 0 6,0
r1bqk2r/1ppp1p1p/p1n2n1b/4p3/4P1p1/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 9,3
1rbqkbnr/pp1p1pp1/n6p/2p1p3/2P4P/1Q1P3N/PP2PPP1/RNB1KBR1 b Qk - 1 6,0
1rbqkb1r/2p2pp1/1p1p1n1p/p1n1p3/P3P1P1/1P5P/2PPQPBR/RNB1K1N1 w Qk - 0 10,0
rnb2bnr/pp1p1p1p/3k4/2p1p1p1/Pq6/B4PPB/2PPPK1P/RN2Q1NR w - - 0 10,3
rn2kb1r/1p2pppp/7n/pB1p3q/3PP1b1/P3Q3/RP1N1PP1/2B1K1NR b Kkq - 1 12,1
r1b3nr/p1ppkp1p/n6b/1p2p1qp/1P2PP2/N7/P1PPN1P1/R1BQKB1R b KQ - 1 11,3
rnbqkb1r/p1pppnpp/1p6/1B1P1p2/4P3/2N2P2/PPP1K1PP/R1BQ2NR b kq - 1 7,2
1r1qkb1r/pppbpppp/n7/7n/2pP3B/7P/PP2PP2/RN1QKBNR w KQk - 2 9,0
1nbqkbnr/2pp1pp1/8/rp2pQ1p/1pP3PP/2N2P1B/P2PP3/R1B1K1NR b KQ - 5 13,3
rn1qkbnr/1pp3p1/3pp3/p4p1p/3PPP2/7b/PPP1QKPP/RNB2BNR b kq - 0 7,3
r1bq1b1r/2ppkp2/4pnpp/pp1B4/1n1P3Q/N3P1PN/PPP2P1P/R1B2K1R b - - 4 12,3
rn1qkb1r/p6p/2pp2pn/1p3pPP/1P1Pp3/2P1P2b/P4P2/RNBQKBN1 w Qkq - 0 11,3
rn2kb1r/p3pppp/5n2/2pP1b2/4PP2/pqN4P/1P1PK1P1/R1BQ1BNR b kq - 0 10,3
r1bqkb1r/pppppp2/n7/6pp/4PP2/N6B/PPPP1n1P/1RBQK1NR w Kkq - 3 7,3
rn1qkbn1/ppp1pp1r/B6p/3p2p1/4P3/N4Q1b/PPPP1PPP/R1B1K1NR w KQq - 4 6,3
rnbq1knr/ppp4p/3ppp1b/6p1/P7/3P1PP1/RPPBPK1P/1N1Q1BNR w - - 0 8,0
rn1qkb1r/p5pp/bppp1p1n/4p3/PPP1NP2/8/3PPNPP/R1BQKB1R b KQkq - 1 10,3
rn1qkb1r/pbppp2p/1p5n/5p1P/P3N1p1/1P1P4/2P1PPP1/RNBQKB1R b KQkq - 2 9,0
r1b1kb1r/3p1ppp/npp2nQ1/p1P1p2q/1P3P2/N6N/P2PP1PP/1RB1KB1R b Kkq - 4 10,3
1nbqk2r/1pppppbp/r5pB/p7/1P1P4/5NP1/P1P1PP1P/R2QKBNR b KQk - 0 6,3
rnbqkb1r/3pppp1/2p5/1p5p/p3P1PQ/PPP2N2/2P1KP1P/RNB2B1R w k - 0 12,3
1nb1k1n1/2pp1pp1/r3p2r/pp2b2p/P2P3q/4PPP1/1PPQN2P/RNB1KBR1 b Q - 0 11,3
r2qkb1r/pppn1p1p/4p2n/6p1/3pQ1b1/1PP5/P1NPPPPP/R1BK1BNR w kq - 0 8,3
rnbqk2r/pp3ppp/2pp1n1b/2P1p3/8/P2BPPPP/1P1PK3/RNBQ2NR b kq - 0 9,3
r2q1bnr/pbp1k1Bp/5pp1/1p1pp3/1nPP2P1/5P2/PP1NP2P/R2QKBNR b KQ - 0 11,3
r1bqkb1r/pp2n2p/n2p1p2/2p1p1p1/P2PPBP1/2P5/2Q2P1P/RN2KBNR b KQkq - 3 11,3
r1b1kbr1/p1pp1p2/np2pqp1/PN4Pp/8/2n2P1P/1PPPP3/R1BQKBNR w Qq - 0 11,3
rn1k1bnr/2q2Q2/1pb5/p1pp2p1/P3p3/R1P1PP2/1P1P1KPP/1NB2BNR w - - 1 13,3
rnbq1bnr/6pp/pp1p4/2p1pp1k/P2P4/2N1B1P1/1PPKPP1P/1R1Q1BNR w - - 0 10,3
r1bk1bnr/p1qn3p/1ppp4/5pp1/3p1BP1/2P4N/PP2PPBP/RN1QK1R1 w Q - 2 11,3
rnb1kb1r/4p2p/pqpp1pp1/1p6/1PPP2n1/P4P1N/R1Q1P2P/1N2KB1R b Kkq - 2 10,3
rn1qnrk1/pppb1pb1/7p/3pp3/5pPP/P1P2N2/1P1PPP1R/RNB1KB2 w Q - 2 11,2
1nbqkbnr/rp1p1pp1/4p3/pQp4p/8/4P2N/PPPPKPPP/RNB2B1R b k - 3 6,0
r1q1kb1r/1pp1ppp1/p1n2n1p/3pP3/P1P2Pb1/1P1B4/3P2PP/RNBQ1KNR b q - 0 12,3
r1bqk1nr/p2pp1bp/1n3pp1/2p5/p1P1P2P/1Q3PP1/1P1P1K1R/R1B2BN1 w kq - 0 12,3
rnb1kbnr/p1pp3p/1p2pp2/1N4p1/5qP1/1PP2N1B/P2PPP1P/R1BQK2R w KQkq - 0 8,3
r1b1k1nr/p1pp1p1p/1pn1B1p1/8/8/8/PbPKQPPP/RNB3NR w kq - 0 12,3
r2k1bnr/p4p2/n1bpp1P1/Ppp4p/P1N5/5N2/2PPP1PP/R1BQKB1R w K - 1 13,3
rnb2b1r/p1pk2pp/1p2p2n/5p2/P2PpN2/2NQ1PP1/1PP4q/R1B1KB1R b K - 1 11,3
rq3b2/p1pkp1p1/2nB1n1r/1p1p1p1p/8/P1PPK1Pb/RP2PP2/1NQ2BNR w - - 3 13,3
r1bqk1nr/1ppp1p1p/2n5/p3p3/1bPP3p/2N2N2/PP2PPP1/2RQKB1R w Kkq - 0 10,3
rnb1kbr1/pQp1ppp1/3q3p/1p6/4n2P/N1PPP2R/PP3PP1/R1B1KBN1 b Q - 4 11,3
r1bqkb1r/2p3p1/p2pp2n/1p3pPp/1P1nP3/P1B4N/2PP1P1P/RNQK1B1R b kq - 1 10,3
rn1q1bnr/p1pkp3/3p2p1/1p3p2/P4Pbp/2P3PN/1P1PP2P/RNBQKB1R w - - 2 9,3
rn2k1nr/1p1bpp2/P1q4b/7p/P1p1P2p/2P3PR/3PBP2/RNB1K1N1 w Qkq - 3 13,3
rnbqkb1r/p2p4/1p2ppp1/1Bp4p/Q6P/P3P1P1/1PPP1P2/RNB1K1NR b KQkq - 0 9,0
2rqk1nr/pb1np1b1/1pp1p2p/3p2p1/2P3P1/PQ3N2/1P1PPP1P/RNB1KR2 b Qk - 2 12,3
r1bqkb1r/p2np1Bp/3p1p1n/1Pp5/3P1P2/1N2KN2/PP2P1PP/R3QB1R w kq - 1 13,3
r1bqkb1r/nppp2pp/4pn2/p4P2/2P3P1/P2PB3/1P2KP1P/RN1Q1BNR b kq - 0 9,3
r1b1kb1r/pq1p1pp1/np2pn1p/2p5/2B5/NPP1P2N/P2P1PPP/1RBQK2R w Kkq - 6 9,3
rnbqk1nr/1p1pbp1p/4p3/p5p1/3pP3/2NB3P/PPP2PP1/R1BQK1NR b KQkq - 3 7,0
1nb1kb1r/r2pq1p1/p1p2n1p/1pB1pp2/2PP1P2/1P2P3/P2N2PP/R2QKBNR w k - 1 12,3
rnbk1bnr/pp2pp1p/3p2p1/q1p5/6P1/P1NP1P2/1PPBP2P/R2QKBNR b KQ - 0 6,3
rn1q2nr/pbppkp1p/6p1/1p6/5b2/1PP1N3/P2PPPPP/RNBQKB1R b KQ - 2 8,3
rnbk3r/ppq1bppp/5n2/3ppN2/Q7/3P1P1P/PP2PKP1/R1B2BNR b - - 5 13,3
rn1qkbnr/p1p1p1p1/8/1p1p1p2/Q4P2/2P2NP1/RP1PP1B1/1NB1K2R b Kkq - 0 10,3
rn1qkb1r/pb1ppppp/2p2n2/1p4B1/3P1Q2/2P2PPP/PP2PK2/RN3BNR b kq - 0 9,0
rnbk1b1r/1Q2pppp/1Np5/p2p4/1P1P2n1/P1P5/4PPPP/R1B1KBNR b KQ - 0 10,3
rnbk1b1r/pp2npp1/3p3p/2p4P/2P1Pp2/PP1P4/1q4P1/RN1QKBNR w Q - 2 12,2
rnb1kbr1/p1ppq2p/1p4p1/4pp1n/1PP4P/P2P4/4PPP1/RNBQKBNR w Qq - 0 9,0
rnbqk1n1/p2pb2r/1pp4p/4ppp1/4P1P1/P4P1P/RPPPB3/1NBQK1NR b q - 0 11,3
rnb1k1nr/1pppq1pp/p4p2/b3p3/P3P3/2PPB3/1P3PPP/RN2KBNR w KQkq - 0 8,0
rnbqkbnr/1p2pppp/p7/2pN4/P7/RP3P2/2PPP1PP/2BQKBNR b Kkq - 1 6,0
r1bqkbnr/p2ppppp/1p6/2p3N1/8/1nP2PP1/PP1PP2P/RNB1KB1R b KQkq - 0 6,3
rnb1k1nr/1pqp2p1/4N3/p1p2p1p/Pb2pP2/2P3P1/1PQPPK1P/RNB2B1R w kq - 1 10,3
