fen,is_tactical
rnbqkbnr/p1pppp1p/6p1/1p6/6PP/4P2B/PPPP1P2/RNBQK1NR b KQkq - 0 4,0
1nb1k1nr/rppp1p1p/3bpqp1/p7/3P4/P3B2P/1PP1PPPR/RNQ1KBN1 w Qk - 1 7,1
rnbqkbnr/2p1pppp/3p4/1p6/p3PP2/8/PPPPB1PP/RNBQK1NR b KQkq - 1 5,0
rnbqk1nr/1ppp1p2/p5pb/1N2p2p/1PP4P/8/P2PPPP1/R1BQKBNR w KQkq - 0 6,0
rnbqkb1r/pp1ppppp/8/2p5/4P1n1/8/PPPP1PPP/RNBQKBNR w KQkq - 2 4,1
rn1qkbnr/pQp1p1p1/3p3p/1b3p2/6P1/2P5/PP1PPP1P/RNBK1BNR w kq - 0 7,1
r1bqkbnr/ppppppp1/2n5/7p/8/P2P4/1PPQPPPP/RNB1KBNR b KQkq - 2 3,0
rnbqkbnr/p1p1pppp/1p1p4/8/8/P3P2N/1PPP1PPP/RNBQKB1R b KQkq - 1 3,0
r2q1bnr/pppnppp1/3kb3/3p3p/3P2P1/7B/PPPNPP1P/RNBQK2R w KQ - 1 7,1
rnbqkbnr/1pppp1pp/5p2/p7/3P2PP/8/PPP1PP2/RNBQKBNR b KQkq - 0 3,0
rnb1kbnr/pppp2pp/4pp2/8/3P1P1R/8/PPP1P1P1/RNBQKBN1 w Qkq - 0 5,1
rnbqkbnr/1ppp1pp1/8/p3p2p/6P1/P1N2P2/1PPPP2P/R1BQKBNR b KQkq - 0 4,0
rnb1kbnr/1ppp2p1/p3p3/5p1p/1P4q1/P1P1P3/1BQP1PPP/RN2KBNR w KQkq - 4 7,1
r1bqk1nr/pppp1ppp/n3p3/2b5/8/NP5P/PBPPPPP1/R2QKBNR b KQkq - 3 4,0
rnbqkbnr/p1pppp1p/1p4p1/8/7P/3P3N/PPP1PPP1/RNBQKB1R b KQkq - 1 3,0
1rbqkbnr/pppppppp/8/2n5/2PN4/N7/PP1PPPPP/R1BQKB1R b KQk - 4 4,0
rnbqkbnr/p3pppp/1ppp4/8/1P4P1/2N2P2/P1PPP2P/R1BQKBNR b KQkq - 0 4,1
rnbqkbnr/pppp2p1/4p2p/5p2/8/N5PB/PPPPPP1P/1RBQK1NR b Kkq - 1 4,0
r1bqkb1r/p1p1pppp/2n2n2/1B1p4/4N2P/4P3/PPPP1PP1/R1BQK1NR b KQkq - 0 5,1
rnb1kb1r/2qpp1pp/1p3p1n/p1p5/4PB2/3P4/PPP2PPP/RN1QKBNR w KQkq - 0 7,1
rnq1kb1r/p1p1pppp/1p5n/3B1b2/5B2/3P2PN/PPP1PP1P/RN1QK2R b KQkq - 2 6,1
rnb1kb1r/pp1ppppp/1q5n/2p5/7P/P1P5/1P1PPPP1/RNBQKBNR w KQkq - 1 4,0
r1bqkbnr/p1p1p2p/np3p2/3p2p1/8/1PPPP2P/P4PPR/RNBQKBN1 b Qkq - 0 6,0
rnbqkbnr/ppp1ppp1/7p/3p4/6P1/2N4N/PPPPPP1P/R1BQKB1R b KQkq - 1 3,1
r1bqkb1r/ppp4p/n2p2pn/4p1N1/8/P1P5/1P1PPPPP/RNBQKB1R b KQkq - 1 6,1
rn2kb1r/ppp1pppp/4q2n/3p1b2/1P4PP/5N2/P1PPPP2/RNBQKB1R w KQkq - 1 6,1
1nbqkbnr/r1pppppp/p7/1p6/8/N2P1P2/PPP1P1PP/R1BQKBNR w KQk - 1 4,0
r1bqkbnr/ppp1ppp1/n6p/3p4/3P3P/6P1/PPP1PP2/RNBQKBNR w KQkq - 0 4,0
rnbqkbn1/2ppp1pr/1p3p2/pN5p/2B5/P3P3/1PPPQPPP/R1B1K1NR w KQq - 0 7,1
rnbqkb1r/1ppppppp/7n/p7/8/6PB/PPPPPP1P/RNBQK1NR b KQkq - 1 3,0
r1bqkbnr/pppp2pp/n7/4ppB1/3P4/5P2/PPP1P1PP/RN1QKBNR w KQkq - 0 4,1
r1bqkb2/pppppppr/n4n1p/1Q6/3PP3/8/PPP2PPP/RNB1KBNR b KQq - 5 5,0
r1b1kbnr/ppp1ppp1/n2q3p/3p4/3P2P1/N4N1P/PPP1PP2/R1BQKB1R b KQkq - 2 5,0
r1bqkbnr/1pp1ppp1/pn6/3p3p/1P3PP1/8/P1PPP2P/RNBQKBNR b KQkq - 0 6,1
1nbqkbnr/1pppp1pp/r4p2/p7/8/2N1P2P/PPPPNPP1/R1BQKB1R b KQk - 2 4,1
rn2kbnr/ppq1p1p1/2p2p2/3p3p/2N3b1/1P4PP/P1PPPPB1/R1BQK1NR w KQkq - 2 7,1
rnb1kbnr/pp1pppp1/6q1/7p/PPp2P2/7P/RBPPP1P1/1N1QKBNR b Kkq - 1 6,0
rnbqkbnr/pp1pp1p1/5p2/7p/3p2P1/7P/PPP1PPB1/RNBQK1NR w KQkq - 0 5,0
rnbqkbnr/pp1pppp1/B7/2p4p/4P2P/2P5/PP1P1PP1/RNBQK1NR b KQkq - 1 4,1
rn2kbnr/pbp2p1p/1p1p1qp1/4pN2/3P4/7P/PPP1PPP1/R1BQKBNR w KQkq - 1 7,1
rnb1kbnr/pp3ppp/2q5/2ppp3/3P4/6PP/PPP1PP2/RNBQKBNR w KQkq - 1 6,1
rn1qkb1r/p1pppppp/1p3n2/3b4/1P1P4/2P1P2N/P4PPP/RNBQKB1R b KQkq - 0 6,0
rn1qkbnr/ppp1p1p1/3p1p2/7p/5Pb1/1P1PB2P/P1P1P1P1/RN1QKBNR w KQkq - 1 6,1
rnbqkbnr/p1pppppp/1p6/4P3/Q7/2P5/PP1P1PPP/RNB1KBNR b KQkq - 0 4,0
rnbqkb1r/pppp1ppp/7n/7P/4p3/2P4N/PP1PPPP1/RNBQKB1R b KQkq - 0 4,0
rnbqkbnr/p1pp3p/1p6/4ppp1/1P1P1PP1/B7/P1P1P2P/RN1QKBNR b KQkq - 1 5,1
rnbqkbnr/2ppppp1/8/p6p/Pp6/1P2P3/2PP1PPP/RNBQKBNR b KQkq a3 0 5,0
rnbqkbnr/1p1pp1pp/p1p5/5p2/3PP3/1P6/P1P2PPP/RNBQKBNR w KQkq - 0 4,1
rnb1kbnr/pp2ppp1/2pp3p/4P3/2B5/2N5/PPPP1qPP/1RBQK1NR w Kkq - 0 6,1
rnbqkbnr/p1pp2pp/8/Qp3p2/2P1p3/7P/PP1PPPP1/RNB1KBNR w KQkq - 0 5,0
rn1qkb1r/ppp1pp1p/3p4/7n/1P4Q1/2P4b/P2PPPPP/RNB1KBNR b KQkq - 2 6,1
r1bqkb1r/1ppppppp/n7/p6n/P3PP2/1P1P4/2P3PP/RNBQKBNR b KQkq - 0 5,0
rnbqk1nr/pppppp1p/6pb/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 3 3,0
r1b1kbnr/p1ppqp2/1pn2Qp1/1P2p2p/2B5/4P3/P1PP1PPP/RNB1K1NR w KQkq - 0 7,1
rnbqk1nr/pp1pbppp/2p5/4p3/6PP/N1P2P2/PP1PP3/R1BQKBNR b KQkq - 0 5,0
rnbq1bnr/1ppkpppp/p7/3p4/2PP4/4P3/PP3PPP/RNBQKBNR w KQ - 0 4,1
rnbqkbnr/p1pp1ppp/4p3/1p6/3PP1Q1/7P/PPP2PP1/RNBK1BNR b kq - 0 5,0
rnbqkbn1/1pppp1pr/p4p1p/4B3/1P6/N4N2/P1PPPPPP/R2QKB1R b KQq - 3 5,1
rnb1kbnr/p1ppq1Bp/5p2/1p2p3/8/N2P4/PPP1PPPP/R2QKBNR w KQkq - 0 5,1
r1bqkb1r/pppppppp/n6B/8/3P4/2P5/PP2PPPP/RN1QKBNR b KQkq - 0 3,1
rn2kbnr/ppp1pppp/8/3N1q2/1P4b1/5N2/P1PPPPPP/R1BQKB1R w KQkq - 1 5,1
rnbqkbnr/pppp2p1/4p2p/5p2/PP4P1/5P2/2PPP2P/RNBQKBNR b KQkq - 0 4,0
rnbqk1nr/pppp1pp1/4p3/2b4p/2B1PP1P/8/PPPP2P1/RNBQK1NR b KQkq - 0 4,1
rnbqk1nr/p2pbppp/4p3/1pp5/1P6/B6P/P1PPPPPR/RN1QKBN1 w Qkq - 2 5,0
rnbqkbnr/pp1p1pp1/2p1p2p/8/2P5/5P1N/PP1PP1PP/RNBQKB1R w KQkq - 0 4,0
rnbqkbnr/p2pp1pp/1pp2p2/8/6P1/5P2/PPPPP2P/RNBQKBNR w KQkq - 0 4,0
1rbqkbnr/pp1p1pp1/n1p4p/4p1P1/1P6/2P5/P2PPP1P/RNBQKBNR w KQk - 0 6,1
r1bqkb1r/ppp1pp1p/n7/3p2p1/5Pn1/4P1Q1/PPPP2PP/RNB1KBNR w KQkq - 0 7,1
rnq1kbnr/3bpppp/3p4/ppp5/P1B2P2/4PN2/1PPP2PP/RNBQKR2 w Qkq - 0 7,1
r1bqkbnr/pppppp1p/n5p1/8/8/2P3PP/PP1PPP2/RNBQKBNR b KQkq - 0 3,0
r1bqkbnr/p1ppp1p1/1pn5/5p1p/2P4P/1P3N2/P2PPPP1/RNBQKB1R w KQkq - 0 6,1
rnb1kbnr/2pp1ppp/pp2p3/8/2P1PP1q/8/PP1PK1P1/RNBQ1BNR b kq - 0 5,1
r1bqkbnr/pp1npppp/8/2pp4/P2P4/5P2/1PP1P1PP/RNBQKBNR w KQkq - 1 4,0
rn1qkbnr/p1p1pppp/1p6/2Pp4/4b3/1P2P1P1/P2PQP1P/RNB1KBNR w KQkq - 1 7,0
rnbqkb1r/ppppp2p/5p2/5np1/3P2P1/N3B3/PPP1PP1P/1R1QKBNR b Kkq - 2 5,1
r2qkbnr/p1p1pppp/1pn1b3/3p4/5PP1/7N/PPPPP2P/RNBQKB1R b KQkq - 2 5,1
r1bqkb1r/ppppp1pp/2n4n/5p2/2P5/3P4/PP1BPPPP/RN1QKBNR w KQkq - 0 4,1
1nbqkbnr/rp1ppppp/p1p5/8/1P4P1/2N5/P1PPPP1P/R1BQKBNR w KQk - 1 4,0
rn1qkbnr/pbppp1pp/5p2/1p6/1P6/N6N/PBPPPPPP/R2QKB1R b KQkq - 3 4,0
rnbqkbnr/ppp2ppp/8/1P1pp3/6P1/8/P1PPPP1P/RNBQKBNR b KQkq - 0 3,1
r1bqkbnr/2ppp1pp/p1n2p2/1p6/2P2P2/7P/PP1PP1P1/RNBQKBNR w KQkq - 0 5,0
rn1qkbnr/ppp1pp2/6p1/3p1b1p/7P/4P3/PPPP1PP1/RNBQKBNR b KQkq - 0 5,1
rn1qkbnr/p1ppppp1/bp5p/8/P7/5PP1/1PPPP2P/RNBQKBNR w KQkq - 1 4,0
rnbqkbnr/p1ppp1pp/5p2/1p6/6P1/N4P2/PPPPP2P/R1BQKBNR b KQkq - 1 3,1
rnbqkbnr/2pppppp/p7/1p6/1P6/4P3/P1PPQPPP/RNB1KBNR b KQkq - 1 3,0
r1bqkbnr/2p1p2p/n2p1p2/pp4p1/2N5/1P3P1N/P1PPPKPP/R1BQ1B1R w kq - 2 7,0
r1bq1bnr/p1p1pk1p/np4p1/3p1p1P/Q1P5/2N1P3/PP1P1PP1/R1B1KBNR w KQ - 2 7,1
rnbqkbnr/1ppp1ppp/p3p3/8/1P3P1P/4P3/P1PP2P1/RNBQKBNR w KQkq - 1 5,0
rnbqkbnr/ppppppp1/8/4N2p/8/6P1/PPPPPP1P/RNBQKB1R b KQkq - 1 3,0
rnbqkbnr/pp3p2/2ppp2p/6p1/P4PP1/2P4N/1P1PP2P/RNBQKB1R b KQkq - 1 6,1
r1bqkbnr/pppppp2/7p/4n1p1/8/6P1/PPPPPPBP/RNBQ1KNR w kq - 0 6,0
rnbqkbnr/ppppp2p/5p2/6p1/7P/P1N5/1PPPPPP1/R1BQKBNR b KQkq - 0 3,1
rnbqkbnr/p4ppp/8/1p1pp3/2pP4/1P2B3/P1P1PPPP/RN1QKBNR w KQkq - 0 6,0
r1bqkbnr/ppppp1p1/n4p2/7p/P7/1PN5/2PPPPPP/R1BQKBNR w KQkq - 2 5,1
rnb1kbnr/p1pp1ppp/1p2pq2/8/P7/5PP1/1PPPP2P/RNBQKBNR w KQkq - 0 4,0
rnbqkb1r/1ppppppp/7n/p5B1/3P4/1P6/P1P1PPPP/RN1QKBNR b KQkq - 1 3,0
r1b1kbnr/ppnppp2/6p1/q1p4p/2P3P1/1P3N1P/P2PPP2/RNBQKB1R w KQkq - 1 7,1
rnbqkbnr/ppp2pp1/3pp2p/8/P7/3P1P2/1PP1P1PP/RNBQKBNR w KQkq - 0 4,0
rnbqkb1r/2pppp1p/1p3np1/p5P1/5P2/N6P/PPPPP3/R1BQKBNR w KQkq - 1 6,1
rnbqk1nr/pppp1pp1/4p2p/8/8/b1P2N1P/PP1PPPP1/RNBQKB1R w KQkq - 1 4,1
rnbqkbnr/pp1pp3/5pp1/2p3p1/1P6/B1N5/P1PPPPPP/R2QKBR1 b Qkq - 1 6,1
rnbqkbn1/ppppp1pr/5p1p/8/8/4P1P1/PPPPQP1P/RNBK1BNR b q - 2 4,0
rnbqkbnr/pppp2p1/4p2p/5p2/PP6/3P1P2/2P1P1PP/RNBQKBNR w KQkq - 0 5,0
r1bqkbr1/pppppppp/n4n2/8/6PP/P7/1PPPPP2/RNBQKBNR w KQq - 1 4,1
r1bqkbnr/1ppnpppp/p2p4/8/8/PP1P4/2P1PPPP/RNBQKBNR w KQkq - 1 4,0
rnbqkbnr/1pp1pppp/3p4/p7/2P2P2/P7/1P1PP1PP/RNBQKBNR b KQkq - 0 3,0
r1bqkbnr/1ppp1pp1/2n5/p3p1Np/P7/1P6/R1PPPPPP/1NBQKB1R w Kkq - 0 6,1
rnbqkb1r/ppp1pppp/3p3n/8/3P4/P4N2/1PP1PPPP/RNBQKB1R b KQkq - 0 3,1
r1bqkb1r/pppnpppp/3p4/n7/6P1/P4N1P/RPPPPP2/1NBQKB1R w Kkq - 2 6,0
rnbqkbnr/ppppp2p/5p2/8/7p/8/PPPPPPPN/RNBQKBR1 b Qkq - 1 4,0
rnbqkb1r/ppppp1pp/5p1n/8/1P6/6PN/P1PPPP1P/RNBQKB1R b KQkq - 0 3,0
r1bqkbnr/pppppp2/2n4p/6p1/1P6/N4P2/PBPPP1PP/R2QKBNR b KQkq - 1 4,0
rn1qkbnr/pppbpp1p/3p2p1/2P5/5P2/8/PP1PP1PP/RNBQKBNR b KQkq - 0 4,1
rnbqkbnr/1pppppp1/p7/7p/Q5P1/2P5/PP1PPP1P/RNB1KBNR b KQkq - 0 3,1
rnb1qbnr/1p1ppkp1/5p2/p1p4p/2P3P1/N6P/PP1PPP2/R1BQKBNR w KQ - 0 7,1
r1bqkbnr/pp1pp1pp/n4p2/2p5/6P1/2P1P3/PP1P1P1P/RNBQKBNR w KQkq - 1 4,0
r1bqkb1r/pppppppp/n4n2/8/P3N3/8/1PPPPPPP/R1BQKBNR b KQkq - 2 3,1
rn1qkbnr/1pp1pppp/8/p2p4/8/P1NP1b2/1PPKPPPP/R1BQ1BNR w kq - 4 5,1
rnbqkbn1/pp1ppppr/8/2p4p/P4P2/RP6/2PPP1PP/1NBQKBNR w Kq - 1 5,0
r1bqkbnr/p1ppppp1/np5p/8/5P2/2P2N2/PP1PPKPP/RNBQ1B1R b kq - 1 4,0
rn1qkbnr/pbp1ppp1/1p6/3p3p/6PP/PP3P2/2PPP3/RNBQKBNR w KQkq - 1 6,1
r1bqkbnr/p1ppp1p1/1p5p/5p2/PnP1P3/8/1PQP1PPP/RNB1KBNR w KQkq - 0 6,1
r1bqkbnr/pppppp2/6pp/5n2/2P4P/8/PP2PPP1/RNBQKBNR b KQkq - 1 6,1
rnbqkbnr/ppp2p2/B2p4/4p1pp/4P2P/1PN3P1/P1PP1P2/R1BQK1NR b KQkq - 0 6,1
r1bqkbnr/ppp1p2p/3p4/5pp1/1nP5/5PP1/PPQPP2P/RNB1KBNR w KQkq - 0 6,1
rnb1kbnr/pp1p1p1p/8/2p1p1p1/1q6/P1PQ1PP1/1P1PP2P/RNB1KBNR b KQkq - 0 6,0
rnbq2nr/1p1pkppp/2pbp3/pP6/P7/2N5/1BPPPPPP/R2QKBNR w KQ - 3 6,1
rnbqkbnr/1ppppp1p/6p1/p7/1P1P4/5P1N/P1P1P1PP/RNBQKB1R b KQkq - 0 4,1
rnb1kbnr/ppp1p1pp/8/q2p1p2/2P4N/P4P1P/1P1PP1P1/RNBQKB1R w KQkq - 1 7,0
rnbq1bnr/p1pp2pp/6k1/1p2pp2/1N2P2P/5P2/PPPP2P1/R1BQKBNR w KQ - 1 7,1
rnbqkb1r/ppppppp1/7p/8/P3n2P/1P3N2/2PPPPP1/RNBQKB1R b KQkq - 0 4,0
1r1qkb1r/pp2pppp/n1p1b2n/3p1PB1/2NP4/8/PPP1P1PP/R2QKBNR w KQk - 2 7,1
r1b1k1nr/pppp1pp1/n2bP3/7p/6q1/2N1P1P1/PPPP3P/R1BQKBNR w KQkq - 1 7,1
1rbqkb1r/ppppp1pp/7n/5p2/Pn3PP1/7P/RPPPP3/1NBQKBNR w Kk - 1 6,1
r1bqkbnr/ppp1p2p/6p1/n2p1p2/1PPPPB2/5P2/P5PP/RN1QKBNR b KQkq - 2 6,0
r1bqkbnr/ppp1pppp/2np4/8/4P3/NP5P/P1PPQPP1/R1B1KBNR b KQkq - 4 5,0
r1bqkbnr/pp1ppp1p/n1p3p1/8/4P3/6P1/PPPPKPBP/RNBQ2NR b kq - 2 4,0
rnbqkbnr/p1pppp1p/8/1p4p1/8/PP3N2/2PPPPPP/RNBQKB1R w KQkq - 0 4,1
rnbqkbnr/1pppp2p/6p1/p4p2/1P6/B1N5/P1PPPPPP/R2QKBNR b KQkq - 1 4,1
rn1qkbnr/pbpp1ppp/1p2p3/8/8/PPB5/2PPPPPP/RN1QKBNR w KQkq - 3 5,0
rnb1k1nr/pp1p1ppp/2p5/q1b1p3/6PP/P1P5/1P1PPP1R/RNBQKBN1 w Qkq - 3 6,1
r1bqkbnr/1p1ppppp/p1n5/2p5/4PP2/3P3P/PPP3P1/RNBQKBNR b KQkq - 0 4,0
r2qkbnr/1pp1p1pp/n2p4/p4p2/P2P1P2/BP4P1/2P1P1bP/RN1QKBNR w KQkq - 0 7,1
rnbq1bnr/1ppkpQpp/p2p4/5p2/P7/2P4P/1P1PPPP1/RNB1KBNR w KQ - 2 6,1
rnb1kbnr/pq1ppppp/8/1pp5/5P2/3P3P/PPPBP1P1/RN1QKBNR w KQkq - 1 6,0
rnbqkbnr/ppppp2p/5pp1/8/8/NPP5/P2PPPPP/R1BQKBNR b KQkq - 1 3,0
rnbqkbnr/p1pp4/4pp1p/1p4B1/3P4/P2QPN2/1PP2PPP/RN2KB1R b KQkq - 0 6,1
rnbqkbnr/1ppp3p/p4p2/4p3/3P2p1/NP3P2/P1P1P1PP/1RBQKBNR w Kkq - 0 6,0
r1bqkbnr/1ppppppp/2n5/p7/P3P3/1P6/2PP1PPP/RNBQKBNR b KQkq - 0 3,0
r1bqkb1r/4pppp/np3n2/p1pp4/2P1PPP1/7B/PP1PN2P/RNBQK2R w KQkq - 0 7,0
r1bqkb1r/p1ppn1pp/1pn2p2/4p3/P7/2NP1N2/1PP1PPPP/1RBQKB1R w Kkq - 3 6,0
rn2kbnr/ppq1ppp1/2p5/3p3p/1P4bP/P1N5/R1PPPPPR/2BQKBN1 b kq - 3 6,1
rnb1kbnr/pp2pp1p/3q4/2pp2p1/2P3PP/N7/PP1PPP2/R1BQKBNR w KQkq - 1 5,1
rnkq1bnr/p1p1p1pp/bp6/3p1p2/5P1P/2N1P1PB/PPPP4/R1BQK1NR w KQ - 3 7,1
rnbqkbn1/1pppp1pr/5p1p/8/p2P2P1/2P4N/PPQ1PP1P/RNB1KB1R w KQq - 0 6,0
r1bqkbnr/ppp1p1pp/2np4/5p2/8/4P3/PPPPBPPP/RNBQ1KNR w kq - 2 4,0
r2qkbnr/pp1np1pp/4b3/2pp1p2/P5P1/1P6/1BPPPP1P/RN1QKBNR w KQkq - 0 7,0
rnb1kb1r/pppqpppp/3p3n/8/8/P5PN/RPPPPP1P/1NBQKB1R b Kkq - 2 4,0
r1bqkbnr/1pppppp1/n6p/p7/7P/PP3N2/2PPPPP1/RNBQKB1R b KQkq - 0 4,0
rnb1kbnr/pp1pp1pp/1qp5/1P3p2/2P5/3P4/P3PPPP/RNBQKBNR b KQkq - 0 4,1
r1bqkb1r/ppppppp1/2n2n2/7p/3P1B2/6P1/PPP1PPBP/RN1QK1NR b KQkq - 3 4,0
rnb1k1nr/1pppqppp/3bp3/p7/P2P4/3QP2N/1PP2PPP/RNB1KB1R b KQkq - 0 5,0
1nb1k1nr/rppqpp1p/7b/p2p2p1/1P6/3P3N/P1PNPPPP/R1BQKB1R w KQk - 2 7,0
rnbqkb1r/pp2pppp/3p1n2/2p5/QP4P1/2P5/P2PPP1P/RNB1KBNR b KQkq - 2 4,1
r1bqk1nr/1p2ppbp/p1n5/2pp2p1/2P3PP/8/PP1PPPB1/RNBQK1NR w KQkq - 1 7,1
r2qkbnr/ppp2pp1/n2p3p/P3p1B1/N5b1/3P4/1PP1PPPP/R2QKBNR w KQkq - 0 7,1
rn1qkbnr/2ppp1pp/pp5N/8/1P6/Pb6/2PPPPPP/RNBQKB1R w KQkq - 0 7,1
rnb1kbnr/pp1pp1pp/2p5/5P2/P7/3B3N/1qPP1PPP/RNBQK2R b KQkq - 0 5,1
rnbqkbnr/p1pp1ppp/4p3/8/p1P1P3/8/1P1P1PPP/RNBQKBNR b KQkq - 1 5,0
rnbqkb1r/pp1ppp2/2p2npp/6B1/3P1P1P/8/PPP1P1P1/RN1QKBNR b KQkq - 0 5,1
rnbqk1nr/1pppp1bp/5pp1/p5B1/3P4/5PP1/PPP1P2P/RN1QKBNR w KQ - 2 7,0
rnbqkbnr/p3p2p/1pp5/3p1pp1/7P/P1P2NPB/1P1PPP2/RNBQK2R b KQkq - 0 6,1
rnbq1bnr/pppp1kpp/4pp2/1B6/4P3/2P5/PP1P1PPP/RNBQK1NR w KQ - 2 4,1
rn1qkbnr/ppp2ppp/3p4/8/2B1pP2/4P2b/PPPP2PP/RNBQ1KNR w kq - 0 5,1
1nbqkbn1/rppppp1r/7p/p5pQ/4P3/N2P3P/PPP2PP1/R1B1KBNR w KQ - 1 7,1
rnbqkbnr/p1p1pppp/1p1p4/8/6P1/7N/PPPPPP1P/RNBQKBR1 b Qkq - 1 3,0
rnbqkbnr/1pp1pppp/p2p4/8/8/P2P3P/1PP1PPP1/RNBQKBNR b KQkq - 0 3,0
rnb1kbnr/ppp1q2p/4pp2/3p2p1/1P1P1P2/8/P1P1P1PP/RNBQKBNR w KQkq - 0 6,0
rnbqkbnr/pp1ppppp/8/8/2Qp4/2P5/PP2PPPP/RNB1KBNR w KQkq - 0 6,0
rnb1k1nr/pppp1p1p/3b4/4p1p1/P3P1P1/N7/1PPPKq1P/R1BQ1BNR w kq - 0 6,1
r1bqk2r/pppp1p1p/2nbpnp1/N4P2/8/8/PPPPP1PP/R1BQKBNR w KQkq - 1 6,1
rn2kbnr/1p1bpppp/1q5B/p1pp1P2/2PP3P/8/PP2P1P1/RN1QKBNR b KQkq - 2 6,1
rnbqkb1r/p1pppppp/7n/1p5P/8/1P6/P1PPPPP1/RNBQKBNR b KQkq - 0 3,0
r2qkbnr/1pp1pppp/p5n1/3p4/4P1bP/3B1Q2/PPPP1PPR/RNB1K1N1 w Qkq - 2 7,1
rnb1kbnr/p1pp1ppp/5q2/1p2p3/2P5/2NP4/PP2PPPP/R1BQKBNR w KQkq - 2 4,1
rnbqkbnr/pp2pppp/3p4/2p5/8/4P2P/PPPPBPP1/RNBQK1NR b KQkq - 0 3,0
rn1qkb1r/p1pbpp1p/6pn/1p1p2B1/4P2P/3P4/PPP2PPR/RNQ1KBN1 b Qkq - 1 6,0
rnbqkbnr/p1ppp1pp/1p3p2/8/P4P2/3P4/1PP1P1PP/RNBQKBNR b KQkq - 0 3,0
r1bqkb1r/pppppppp/8/3nn2Q/5P2/N3P1P1/PPPP1K1P/R1B2BNR w kq - 5 7,1
rnbqkbnr/p1ppp1pp/1p3p2/8/1PP3P1/8/P2PPP1P/RNBQKBNR b KQkq - 0 3,0
rnbqkb1r/1ppp1ppp/p7/4p3/N1P2Pn1/1P6/P2PP1PP/R1BQKBNR b KQkq - 3 5,1
r1bq1b1r/p1pppkpp/n4p1n/1p6/1P1P2P1/5N2/P1P1PP1P/RNBQKB1R w Q - 1 7,1
rn1qkbnr/1pp1pppp/p7/3N4/3p1P2/P6b/1PPPP1PP/1RBQKBNR w Kkq - 4 6,1
r1b1kbnr/pppp1pp1/n3p2p/6q1/P6P/3P1P2/1PP1P1P1/RNBQKBNR w KQkq - 1 5,1
rnb1k1r1/pp1p1ppp/1qp1p2n/7P/PbP5/3P4/1P1BPPP1/RN1QKBNR w KQq - 3 7,1
rnbqk1nr/1ppp2p1/B2b3p/p3ppN1/P3P3/2P5/1P1P1PPP/RNBQK2R w KQkq - 1 7,0
rnbq1knr/p1ppp2p/6pb/1pP1Pp2/8/6P1/PP1P1P1P/RNBQKBNR w KQ - 1 6,1
2bqkbnr/rpppp2p/n6p/p4p2/3P4/6P1/PPP1PP1P/RNQ1KBNR w KQk - 0 6,1
rnbqkb1r/pppppppp/8/7n/8/N2BP3/PPPP1PPP/R1BQK1NR b KQkq - 4 3,0
rnbqkb1r/2pp1ppp/1p2pn2/pP6/8/N3P3/PBPP1PPP/R2QKBNR w KQkq - 0 6,0
rnbqkb1r/pppppp2/6pp/7n/PP5P/3P1P2/2P1P1P1/RNBQKBNR b KQkq - 0 5,1
rnbqkbnr/pp1pppp1/2p4p/8/P7/2N2P2/1PPPP1PP/R1BQKBNR b KQkq - 1 3,0
r1bqkbn1/pppp2pr/2n2p2/4p2p/7P/P5PB/1PPPPP1R/RNBQK1N1 b Qq - 1 6,1
r1bqkbnr/ppppp2p/5pp1/2n5/7P/3P4/PPPNPPPN/R1BQKB1R b KQkq - 1 5,0
rnb1kbnr/pppp1ppp/4pq2/8/2B2P2/4P3/PPPP2PP/RNBQK1NR b KQkq - 0 3,0
r1bqkbnr/p1p1pppp/1pn5/3p4/8/4P1PN/PPPP1PBP/RNBQK2R b KQkq - 1 4,0
rnb1kbnr/1pqp1ppp/p7/2p1p3/P2P4/2P3PP/1P2PP2/RNBQKBNR b KQkq - 0 5,0
rnbqkbnr/2ppp1p1/7p/pp3p2/2B2P2/2N1P3/PPPP2PP/R1BQK1NR w KQkq - 0 5,0
rnbqkbnr/p1pp2p1/1p3p2/4p2p/4PP2/5Q2/PPPPB1PP/RNB1K1NR b KQkq - 1 5,0
rnbqk1nr/ppp2pbp/4p3/3p2p1/2B5/NP2P3/P1PPKPPP/R1BQ2NR b kq - 0 5,1
rnbqkb1r/p1pppppp/5n2/1p6/7P/2P4N/PP1PPPP1/RNBQKB1R b KQkq - 1 3,0
rnb1kbnr/p1qppppp/1p6/2p5/P1P5/7N/1P1PPPPP/RNBQKBR1 w Qkq - 1 7,0
r1bqkbnr/p1pppppp/2n5/1p6/8/N1P2N2/PP1PPPPP/R1BQKB1R b KQkq - 0 3,0
rnbqkbnr/p1p1pp1p/3p2p1/1p4P1/8/7B/PPPPPP1P/RNBQ1KNR b kq - 1 4,1
r1bqkbr1/p1pppp1p/n5pn/1p2P2Q/3P4/3B4/PPP2PPP/RNBK2NR b q - 4 6,1
rnbqkbnr/1pp1pppp/3p4/p7/P2P1P2/8/1PP1P1PP/RNBQKBNR b KQkq - 0 4,0
rnbqkbnr/pp1ppppp/2p5/8/3P1B2/N4N2/PPP1PPPP/R2QKB1R b KQkq - 2 4,0
rnb1kbnr/ppp2pp1/5q2/1N1pp3/P6p/5NP1/1PPPPP1P/R1BQKB1R w KQkq - 2 6,1
